2.505691647529602051e-01,3.176694810390472412e-01,1.829446107149124146e-01,1.143155768513679504e-01,-5.404494702816009521e-02,4.856251180171966553e-02,-1.288361102342605591e-01,-1.883491128683090210e-01,-1.743453741073608398e-01,-1.129299327731132507e-01,4.697897285223007202e-02,-1.992942541837692261e-01,-1.828630417585372925e-01,3.417768776416778564e-01,2.090319842100143433e-01,1.288968324661254883e-01,-4.773307964205741882e-02,-2.712391130626201630e-02,8.902082592248916626e-02,1.674321442842483521e-01,1.928163021802902222e-01,-1.171929836273193359e-01,-3.084890916943550110e-02,7.887350767850875854e-02,4.005421698093414307e-02,-3.543179482221603394e-02,-1.415215153247117996e-02,-2.544960193336009979e-02,-1.064500883221626282e-01,-1.711883023381233215e-02,6.604619324207305908e-02,6.041243299841880798e-02,-1.044785678386688232e-01,1.200857162475585938e-01,2.568386495113372803e-01,4.260489717125892639e-02,5.450815334916114807e-02,1.543109025806188583e-02,-3.238832354545593262e-01,9.286523610353469849e-02,-5.699430778622627258e-02,4.458535462617874146e-02,2.903023660182952881e-01,2.510377764701843262e-01,2.640909552574157715e-01,9.554620832204818726e-02,8.532837033271789551e-02,-9.128100425004959106e-02
-3.514572605490684509e-02,1.799575388431549072e-01,7.310429215431213379e-02,5.790185928344726562e-02,-8.634407073259353638e-02,-6.326421350240707397e-02,4.897862672805786133e-02,-5.639344453811645508e-03,-2.881332337856292725e-01,-9.912555105984210968e-04,8.821748197078704834e-03,-3.020192310214042664e-02,1.663095206022262573e-01,9.927061945199966431e-02,-5.349472630769014359e-03,2.986035943031311035e-01,1.255354583263397217e-01,1.886229775846004486e-02,2.182980477809906006e-01,1.560429036617279053e-01,8.915698854252696037e-04,1.391122639179229736e-01,-7.368421554565429688e-02,5.549272522330284119e-02,7.574930042028427124e-02,-1.922481507062911987e-01,-8.990401402115821838e-03,-1.484902054071426392e-01,-1.156137660145759583e-01,-7.074379175901412964e-02,-1.105986982583999634e-01,1.157199665904045105e-01,-7.905737310647964478e-02,2.222585678100585938e-01,-3.464305028319358826e-02,1.220192462205886841e-01,-8.983570337295532227e-02,-2.409885376691818237e-01,-1.060071289539337158e-01,7.839637249708175659e-02,1.500595211982727051e-01,-7.970886677503585815e-02,2.316856533288955688e-01,3.240598142147064209e-01,1.632788330316543579e-01,4.993470758199691772e-02,7.957094907760620117e-02,-5.658406391739845276e-02
3.036994338035583496e-01,3.066586852073669434e-01,9.416756778955459595e-02,1.026643738150596619e-01,7.050756365060806274e-02,1.272877156734466553e-01,-8.878136053681373596e-03,2.555672265589237213e-02,3.337685763835906982e-02,5.169017612934112549e-02,9.871473163366317749e-02,-9.615708887577056885e-02,2.509495913982391357e-01,1.478331387042999268e-01,2.717788517475128174e-01,1.789822131395339966e-01,5.470189079642295837e-02,8.472215384244918823e-02,3.591969236731529236e-02,1.748033016920089722e-01,-1.230138912796974182e-02,3.771578893065452576e-03,3.374944627285003662e-02,-1.189804673194885254e-01,9.425218403339385986e-02,-1.367533504962921143e-01,-1.407541781663894653e-01,-1.213687658309936523e-01,-9.573826938867568970e-02,-1.349372267723083496e-01,4.453707113862037659e-02,-1.905789226293563843e-02,5.781843885779380798e-02,2.221855670213699341e-01,1.231388375163078308e-01,6.798045360483229160e-04,-1.239279285073280334e-01,-2.121977321803569794e-02,-2.241478115320205688e-01,1.623536497354507446e-01,1.835837662220001221e-01,1.575414538383483887e-01,3.336488008499145508e-01,4.399531781673431396e-01,3.976345062255859375e-01,-8.135519176721572876e-02,1.447207480669021606e-01,-7.995340228080749512e-02
-6.107238680124282837e-02,2.067017406225204468e-01,1.917975842952728271e-01,4.360537976026535034e-02,9.046028368175029755e-03,-1.213862076401710510e-01,8.682192862033843994e-02,2.233909368515014648e-01,2.864136360585689545e-02,2.664158865809440613e-02,-3.592064231634140015e-02,-7.711303979158401489e-02,3.042557537555694580e-01,1.881566047668457031e-01,1.832469999790191650e-01,1.776790618896484375e-01,2.554267942905426025e-01,2.395520508289337158e-01,1.538186967372894287e-01,1.557032465934753418e-01,1.782632023096084595e-01,1.846841126680374146e-01,1.255635619163513184e-01,-9.777180850505828857e-02,-5.747232213616371155e-02,1.116440538316965103e-02,-1.155041232705116272e-01,-9.257312119007110596e-02,-1.110046207904815674e-01,-1.261884719133377075e-01,1.018563657999038696e-01,3.396105393767356873e-02,-8.333093672990798950e-02,5.461936816573143005e-03,-3.150672838091850281e-02,-4.455204308032989502e-02,-9.616231918334960938e-02,-2.022504955530166626e-01,-2.165862917900085449e-01,1.787354201078414917e-01,1.617240756750106812e-01,1.929253935813903809e-01,4.426198825240135193e-02,3.126693367958068848e-01,2.867155373096466064e-01,-7.052461057901382446e-02,-1.029881536960601807e-01,1.155038252472877502e-01
2.071232944726943970e-01,-2.786288559436798096e-01,6.407591104507446289e-01,-5.856050178408622742e-02,-2.492396533489227295e-02,5.463607236742973328e-02,-3.971835598349571228e-02,-2.334184050559997559e-01,-4.832209944725036621e-01,5.705553293228149414e-02,-1.403609216213226318e-01,-1.992379426956176758e-01,3.363418877124786377e-01,-1.397926011122763157e-03,5.616520717740058899e-02,2.376154363155364990e-01,6.545986980199813843e-02,-8.689250051975250244e-02,2.353806793689727783e-01,-1.234000199474394321e-03,-1.138129085302352905e-01,2.999426126480102539e-01,3.771073371171951294e-02,-2.871479690074920654e-01,-1.543885320425033569e-01,-3.109816834330558777e-02,-1.266550272703170776e-01,-1.382683403789997101e-02,-1.455805003643035889e-01,-2.363341152667999268e-01,-1.600219309329986572e-02,1.804210059344768524e-02,-3.049778342247009277e-01,2.146107703447341919e-01,1.904685981571674347e-02,-1.066463664174079895e-01,-1.851453781127929688e-01,-3.164696991443634033e-01,-5.279006361961364746e-01,1.436170488595962524e-01,2.946865260601043701e-01,3.612597584724426270e-01,4.120737016201019287e-01,-9.302204102277755737e-02,-3.569304049015045166e-01,3.837431594729423523e-02,9.591848403215408325e-02,-6.363081187009811401e-02
-2.504581212997436523e-01,-1.053863540291786194e-01,-2.450133860111236572e-02,-3.161785006523132324e-02,-3.968282416462898254e-02,1.249218583106994629e-01,3.366447389125823975e-01,1.915990561246871948e-01,1.363606750965118408e-01,-4.060081392526626587e-02,6.331048905849456787e-02,8.420884609222412109e-02,3.092160522937774658e-01,2.030169516801834106e-01,2.591913640499114990e-01,2.070585936307907104e-01,1.480671167373657227e-01,3.191294968128204346e-01,1.885354071855545044e-01,1.931484639644622803e-01,2.284550573676824570e-03,7.859747856855392456e-02,1.983143091201782227e-01,1.928979158401489258e-01,-9.524738043546676636e-02,-8.494952321052551270e-02,-1.589084416627883911e-01,-1.002157032489776611e-01,-4.561341553926467896e-02,-9.266851097345352173e-02,1.141945086419582367e-02,8.167728781700134277e-02,1.731622591614723206e-02,-4.091453552246093750e-02,1.207203641533851624e-01,-1.741764396429061890e-01,-2.352067083120346069e-01,-2.491881698369979858e-01,-2.322288304567337036e-01,1.658535934984683990e-02,2.121581137180328369e-01,-8.407703600823879242e-03,7.611818611621856689e-02,2.540491521358489990e-01,8.458624780178070068e-02,-1.134039461612701416e-01,-8.025133050978183746e-03,2.611109521239995956e-03
1.052701249718666077e-01,5.121463537216186523e-02,9.696074575185775757e-02,-1.167749166488647461e-01,-8.735186606645584106e-02,2.105694729834794998e-03,1.813769899308681488e-02,1.695181131362915039e-01,4.105665534734725952e-02,7.620390504598617554e-02,7.257998734712600708e-02,1.432248670607805252e-02,-1.415065526962280273e-01,-1.219756975769996643e-01,-1.286685168743133545e-01,1.567099243402481079e-02,1.488872915506362915e-01,1.042644400149583817e-02,2.460027933120727539e-01,1.783650740981101990e-02,1.495011430233716965e-02,-1.038000881671905518e-01,2.194139920175075531e-02,-1.000069752335548401e-01,-1.213062927126884460e-02,-8.785231411457061768e-02,2.295083925127983093e-02,1.392200738191604614e-01,3.805267065763473511e-02,-1.782453209161758423e-01,-1.841403730213642120e-02,-5.443499237298965454e-02,-1.730602085590362549e-01,1.979251354932785034e-01,7.996398210525512695e-02,8.035954087972640991e-02,7.667399942874908447e-03,-3.055974096059799194e-02,2.654066309332847595e-02,8.753893524408340454e-02,4.108498245477676392e-02,-8.281961828470230103e-02,1.547757834196090698e-01,-3.827352449297904968e-02,1.557487249374389648e-01,-9.744247794151306152e-02,8.265522122383117676e-02,-8.837573975324630737e-02
-1.117857992649078369e-01,-1.158033609390258789e-01,-1.688868403434753418e-01,-1.215395852923393250e-01,-1.146770417690277100e-01,8.446644246578216553e-02,2.672086358070373535e-01,2.060672044754028320e-01,-6.615140289068222046e-02,8.354534208774566650e-02,-7.263981550931930542e-02,9.738496690988540649e-02,3.954332768917083740e-01,2.320354729890823364e-01,9.318636357784271240e-02,2.766627371311187744e-01,1.413545608520507812e-01,2.165963202714920044e-01,1.289710253477096558e-01,1.921089291572570801e-01,4.523319378495216370e-02,1.062554642558097839e-01,-8.759308606386184692e-02,-7.897537946701049805e-02,-1.439052373170852661e-01,-9.223520755767822266e-02,-6.398916244506835938e-02,-1.853115409612655640e-01,3.023829124867916107e-02,1.660321056842803955e-01,1.129839196801185608e-01,3.950387239456176758e-02,-1.222229003906250000e-01,-1.052348986268043518e-01,4.860096797347068787e-02,7.164999097585678101e-02,-2.726441025733947754e-01,-1.362342946231365204e-02,1.295915693044662476e-01,1.480960547924041748e-01,-2.735138125717639923e-02,1.427243947982788086e-01,1.987735033035278320e-01,9.611810743808746338e-02,-6.962833926081657410e-03,9.902910888195037842e-02,-1.053690016269683838e-01,1.024787276983261108e-01
3.620077297091484070e-02,2.002077400684356689e-01,1.499074846506118774e-01,3.824456036090850830e-02,-2.213168330490589142e-02,5.927172675728797913e-02,1.153840124607086182e-01,5.884231068193912506e-03,1.154389008879661560e-01,1.618379801511764526e-01,1.107234228402376175e-02,9.151379019021987915e-02,1.008004918694496155e-01,1.437740623950958252e-01,4.935022443532943726e-02,9.456898272037506104e-02,-9.607636928558349609e-02,-1.185098215937614441e-01,2.247121930122375488e-01,6.248482316732406616e-02,1.968089938163757324e-01,-4.079376906156539917e-02,1.611925512552261353e-01,2.318889796733856201e-01,9.898875840008258820e-03,1.372804306447505951e-02,-1.616373360157012939e-01,1.401921957731246948e-01,-9.276602417230606079e-03,-1.249220520257949829e-01,1.739321202039718628e-01,-2.123529650270938873e-02,4.916638508439064026e-02,2.093151658773422241e-01,-4.812930524349212646e-02,-4.582708701491355896e-02,1.152124404907226562e-01,9.361250698566436768e-02,1.614372432231903076e-01,-4.093017056584358215e-02,5.932030035182833672e-04,-1.008521169424057007e-01,-3.160507977008819580e-01,-4.441934823989868164e-01,-1.213129386305809021e-01,6.331246346235275269e-02,-7.750006020069122314e-02,1.660688817501068115e-01
-4.639716446399688721e-01,-3.282460868358612061e-01,-2.670042812824249268e-01,2.176355384290218353e-02,1.390494108200073242e-01,9.897326678037643433e-02,1.698073148727416992e-01,3.705522418022155762e-01,2.702318131923675537e-01,1.063404381275177002e-01,1.747879087924957275e-01,2.156783193349838257e-01,7.685795426368713379e-02,2.259884029626846313e-01,-2.684039250016212463e-02,1.860756576061248779e-01,4.530001431703567505e-02,4.907087609171867371e-02,5.232294276356697083e-02,8.538911491632461548e-02,-2.068483829498291016e-02,1.867924332618713379e-01,2.346457093954086304e-01,1.635894477367401123e-01,2.573611214756965637e-03,1.351823359727859497e-01,2.535919547080993652e-01,-1.329277753829956055e-01,4.896748065948486328e-02,1.714701652526855469e-01,-1.285599321126937866e-01,-9.513460844755172729e-02,1.075572296977043152e-01,-7.135030627250671387e-02,-3.045134246349334717e-02,-1.578597724437713623e-01,-7.808589190244674683e-02,1.409616470336914062e-01,1.103283613920211792e-01,1.465319097042083740e-01,-1.780893281102180481e-02,-3.865002393722534180e-01,-6.754517555236816406e-01,-8.908585309982299805e-01,-5.086926817893981934e-01,-7.821509987115859985e-02,6.232567597180604935e-03,2.881045266985893250e-02
